Time;Day;Hour;Rownum;L1547777_x;L1022212_x;L1100545_x;L1132034_x;L1132035_x;L1143298_x;L1384705_x;L264453_x;L264454_x;L100353;L100354;L1022209;L1022212;L1089541;L1100545;L1132034;L1132035;L1132037;L1132038;L1143298;L1322753;L1384705;L1391361;L1456129;L1547777;L1598466;L1618689;L1618690;L264453;L264454;L280833;L311809;L313089;L313090;L313857;L314626;L317441;L420353;L442882;L529922;L67074;L74497;L74498;L74499;L75267;L75522;L82947;L82948;L88321;L88322;L92673
1495476000;2;18;496;26;20;20;20;20;10;10;20;20;28,58;16,14;2,03;0,06;1,14;25,92;6,43;2,63;12,95;8,48;5,52;18,16;11,52;20,93;56,49;9,31;3,74;23,47;20,11;0,01;0,52;22,08;42,93;13,26;23,56;34,5;30,07;60,12;56,4;8,05;55,24;13,42;8,53;26,24;10,12;27,11;46,74;0,84;0,93;88,07;110,57;48,35
1495479600;2;19;497;26;20;20;20;20;10;10;20;20;26,47;18,19;1,46;0,09;0,25;25,55;4,06;2,98;12,45;7,15;4,92;19,27;12,17;23,74;57,83;9,23;4,64;21,77;20,71;0,01;0,25;18,43;46,93;15,14;30,74;40,77;31,4;67,2;55,79;8,87;56,87;12,11;6,89;22,01;7,06;25,46;48,97;0,83;0,53;87,14;113,82;48,26
1495483200;2;20;498;26;20;20;20;20;10;10;20;20;27,64;20,25;1,3;0,06;0,15;23,39;4,68;3,7;13,4;7,15;4,6;18,68;12,15;26,83;60,33;9,6;4,28;20,13;21,36;0;0,23;18,28;44,78;15,24;35,21;41,27;39,07;68,51;52,42;13,43;55,75;9,84;4,49;20,44;5,92;26,68;56,4;0,72;0,14;85,96;116,07;48,28
1495486800;2;21;499;26;62;62;62;62;62;62;62;62;28,13;19,49;1,08;0,03;0,15;36,53;8,61;4,56;10,4;9,23;10,11;21,02;30,02;31,79;75,05;12,59;4,04;17,11;24,67;0;0,18;18,92;48,15;13,55;33,44;39,21;46,63;73,47;49,27;12,19;48,08;8,37;3,8;22,29;5,27;31,11;58,7;1;0,32;80,29;124,63;54,01
1495490400;2;22;500;26;62;62;20;20;62;62;62;62;29,46;19,21;0,58;0,03;0,26;43,39;13,66;5,51;8,43;6,97;12,86;17,53;40,92;29,83;70,67;19,37;6,05;16,37;25,47;0;0,09;16,71;49,68;15,28;33,89;37,97;47,12;70,43;52,58;12,5;46,5;5,44;2,79;20,83;4,96;28,81;61,33;0,4;0,19;73,07;128,42;50,66
1495494000;2;23;501;26;62;62;20;20;62;62;62;62;30,1;20,16;0,24;0,03;0,67;38,78;13,31;5,28;9,96;4,38;8,69;16,6;37,89;25,38;57,81;20,75;4,39;13,79;23,53;0;0,06;15,67;46,36;17,6;29,31;25,83;41,29;57,84;43,42;11,21;42,53;4,59;3,28;19,28;3,62;21,41;59,35;0,11;0,09;61,81;104,13;47,91
1495497600;3;0;502;26;20;20;20;20;10;10;20;20;25,31;12,11;0,03;0;0,18;13,82;3,98;3,64;9,34;4,05;3,41;10,68;14,21;23,98;50,89;8,73;3,25;10,21;15,96;0;0;13,57;36,22;14,22;23,93;20,01;28,17;49,28;39,13;9,2;34,38;2,47;4,36;15,34;2,67;15,73;47,51;0,01;0,11;53,78;84,99;36,46
1495501200;3;1;503;26;20;20;20;20;10;10;20;20;16,38;10,34;0,01;0;0,2;11,1;0,58;2,61;5,73;2,86;2,94;10,03;7,39;16,62;34,38;4,94;2,7;6,68;12,28;0;0;10,6;27,4;10,28;20,02;16,6;20,61;35,3;30,23;7,01;27,17;1,94;3,13;10,76;2,26;13,53;36,2;0,04;0,01;41,18;62,52;28,49
1495504800;3;2;504;26;20;20;20;20;10;10;20;20;14,46;8,49;0,02;0;0,46;8,87;0,43;2,35;4,41;2,68;1,49;8,3;7,18;13,37;30,82;4,18;2,83;6,59;9,52;0;0;8,54;21,76;8,64;16,76;12,65;15,6;30,26;25,2;6,46;24,2;1,48;3,04;9,62;2,32;7,58;26,68;0;0;34,42;50,55;23,39
1495508400;3;3;505;26;20;20;20;20;10;10;20;20;12,78;6,97;0,01;0;0,58;9,26;0,74;2,31;3,67;2,47;0,67;8,59;5,01;10,94;26,95;3,05;2,57;5,28;8,98;0;0;6,21;20,47;8,02;13,64;11,04;14,41;28,77;21,51;7,8;23,23;2,15;2,83;8,98;2,25;6,55;20,25;0;0;28,92;45,85;19,99
1495512000;3;4;506;26;20;20;20;20;10;10;20;20;13,09;7,65;0,12;0;0,34;8,15;0,71;2,45;4,5;2,42;0,41;7,65;3,34;11,14;24,71;2,72;2,37;6,52;8,66;0;0;4,64;18,51;7,35;15,34;8,47;13,38;26,17;21,66;6,62;21,47;2,37;3,43;8,91;2,39;6,98;17,42;0,04;0;25,5;40,58;16,86
1495515600;3;5;507;26;20;20;20;20;10;10;20;20;14,59;7,33;0,53;0;0,28;9,09;0,98;2,36;5,38;2,83;0,67;8,82;3,6;10,41;26,44;3,24;2,29;8,27;9,02;0;0,13;5,06;18,07;6,86;15,79;10,24;13,16;29,64;23,9;6,38;22,71;2,79;3,51;9,24;2,86;7,14;15,39;0,07;0;28,29;42,09;17,63
1495519200;3;6;508;26;20;20;20;20;10;10;20;20;15,86;8,55;1,77;0,01;0,79;14,27;1,06;1,45;9,09;4,09;1,66;11,1;4,65;13,52;27,79;4,21;2,25;13,92;10,69;0;0,35;7,53;21,02;6,98;16,19;17,19;15,32;33,6;28,97;8,96;26,61;10,69;5,6;18,23;3,08;10,95;20,22;0,27;0,28;38,63;49,32;21,09
